mark_key,Z_responsiveness,meas_mean
ULBP3,0.3230246921670331,3.8082179605263176
RNU1-65P,0.1184484513153621,2.25438230263158
CCDC146,0.9556415763233008,3.613160754694301
ADGRE5,0.9619189263339624,7.02708211264273
RNU6-360P,0.9551442358535158,5.028645328947367
MAZ,0.1523526133422084,6.666003520662145
SNORD115-25,0.6649718566863582,6.012631776315792
PDE4DIPP8,2.6118798316712546,6.555680789473687
STKLD1,0.1793771981331201,4.223916315789473
SLC22A15,0.3283023875361565,4.186520166846517
OR2AK2,0.7465840247969011,1.6382928947368411
RNU6-621P,1.586608867108379,2.8538613815789464
TRAJ36,1.6456291712974682,5.237194473684212
ATP2B1-AS1,0.0032688080763764,1.3555180263157898
FARP2,0.3047497353097436,5.677677038841284
ZNF324,0.2885935222629205,4.753078340543499
MIR1324,0.3498819214657959,5.423814970238095
BHLHE22,0.3391309283802372,3.961102165016085
RND2,0.1341368895764111,4.911570835329663
PACRG,0.0037381325872059,6.237551030701752
HLA-DQB1,0.449357583199633,5.98909623332966
ARRDC3-AS1,0.0336349004447466,5.635274531641603
CNIH4,0.1015394063686881,7.295903603801038
SUMF2,0.2797459749506069,7.102671261550448
CSTF3-DT,0.2797280317788793,2.8968199999999986
ARPC1B,0.5265970704660017,6.463751305295984
ACOXL,0.055977883620239,2.642128486842105
FDCSP,0.0580777993479064,1.8411358552631585
DEFB132,1.8431523115161883,5.68639803083071
PPP1R16B,0.2001396303624782,5.30843211321063
CSH1,0.3274434529687035,6.099186409774436
C17orf100,0.1618687237363063,6.66736621867168
HRK,0.0821703930311033,4.320895913263574
SCARNA5,0.655039860051566,7.867476190476189
TDRD7,0.1850657341165323,6.296574094760835
GRM3,0.0318628947863032,5.668358923872178
EEA1,1.1578488997815737,6.761089799644229
NUP93,0.1110534215451047,6.893214160752014
EIF3J-DT,0.5957295310078837,5.2597463157894735
LINC02023,0.9232972847237624,2.19401407894737
RPS14,0.8580493092509927,9.988352560751231
LPCAT2,0.2160805749661338,5.014466040140769
MIR3622B,0.9684254899396876,5.921455789473685
TRAF2,0.1148560022698689,5.174734905424036
RN7SKP125,0.6932795425259286,2.376689868421054
MIR516B1,0.7981786361462323,1.9573364473684207
ARL14EP-DT,1.287282429078846,2.362927368421052
THAP7-AS1,0.0617677509354416,4.140089193396349
PLGRKT,0.1483292895978435,3.9695304717545534
