R_restoration,layer
0.869438143219352,proteome
0.3017524932521562,proteome
2.076378332262672,proteome
0.1859410419004301,proteome
0.7174614837502205,proteome
0.7194906163643523,proteome
-1.2273220325010092,proteome
-0.7787521752086108,proteome
-0.4813267775342865,proteome
-0.5540492092908478,proteome
0.0945067684403853,proteome
-0.3037517354364916,proteome
-0.1542195406531578,proteome
0.3468923474094674,proteome
0.7827522793493888,proteome
0.1787937971291865,proteome
0.6970118751929759,proteome
0.5750781581458401,proteome
-0.6249543035025323,proteome
0.7476701148424979,proteome
0.1238472967772296,proteome
0.0955527501949332,proteome
-0.9637584232750198,proteome
-0.9686558732801752,proteome
0.4630686567747056,proteome
-1.0285803009487136,proteome
0.6447139199977071,proteome
0.2286474604326641,proteome
-0.4044130331520055,proteome
0.97009710430633,proteome
0.2574871818132501,proteome
1.387436197508122,proteome
0.2787857077668894,proteome
0.8787578146113424,proteome
-0.5617919759699055,proteome
-0.6586034431407465,proteome
0.2210826631940822,proteome
0.2712793686750163,proteome
-0.3339856499159654,proteome
0.3391985019843597,proteome
0.2488749243340169,proteome
0.620762930477013,proteome
0.5529379267669209,proteome
-0.4731215363107366,proteome
1.0340133066303396,proteome
0.9891193151681058,proteome
0.9266351821034408,proteome
0.7227527828766755,proteome
0.0339027456459809,proteome
0.1570620587600253,proteome
-0.002809208202576,proteome
0.3952046562388845,proteome
-0.0536697260780222,proteome
0.1848105237685367,proteome
-0.5356172955359043,proteome
0.105540312524822,proteome
-0.6909168868662797,proteome
-0.0271785450653031,proteome
-0.2259111870894394,proteome
1.3828485638278114,proteome
-0.6131878222632562,proteome
1.5856631430064496,proteome
1.8990814101822664,proteome
-0.4100507854860568,proteome
-0.259537098918092,proteome
0.5507840228068723,proteome
-0.5634214956267062,proteome
0.3493503462553379,proteome
0.090340894312245,proteome
