gene,meth_delta,expr_delta,expr_p,expr_sig
AFMID,-0.0006240167062615385,0.33155535199744496,0.016923440393480507,True
AFTPH,-0.0002843321127249999,-0.11295060760713867,0.18567160072390354,False
AGA,0.00056011618512,-0.08047530755117825,0.296010737212679,False
AGAP1,0.0027751226924338708,0.03079002095327771,0.661203228975495,False
AGAP11,-0.0025245440647058814,0.1351899844375054,0.4903066694514806,False
AGAP2,0.013873509518944735,0.17648295080461016,0.08403424779849092,False
AGAP3,0.0026107580776502048,-0.05119751018667751,0.5774394950589741,False
AGAP4,0.0070745787743382495,-0.06287468106181078,0.5520667135169082,False
AGAP5,0.0030211571684909096,-0.06791195840169482,0.2716000945822533,False
AGAP6,0.00215927674664,-0.23401389346814525,0.054214744083696954,False
AGAP8,0.0084906524925,-0.10235684920965776,0.24142167899810063,False
AGBL1,-0.0017845184594631582,0.32957871697444846,0.018869376324425535,True
AGBL5,0.0012476841003619045,0.031128768204980097,0.7078367822900773,False
AGER,0.005976717228849999,0.04907808908214768,0.6751239310019048,False
AGFG1,-0.00034571943663611103,0.017240934805635103,0.790936373830437,False
AGFG2,-0.0044214718667545455,0.2018113270847273,0.003957723134034969,True
AGGF1,0.0016093656635583337,-0.24356318461995743,0.018094283341360623,True
AGK,0.0030806902896428562,0.19376023993397548,0.074689875925391,False
AGL,0.005413269426375,-0.3889569093076101,0.0724679417323326,False
AGMAT,0.008211994640636364,0.08432770049468435,0.5339970909435277,False
AGPAT1,0.002091113554667073,0.14322422578488478,0.04019131248676644,True
AGPAT2,-0.0006090193626727273,0.2784447609880915,0.027308076271152056,True
AGPAT3,0.0037201990173785717,-0.11885608706479654,0.1907262498237654,False
AGPAT5,0.0003372220066822222,-0.13182646383564203,0.08688283712209345,False
AGPAT6,0.0055806211482833335,-0.0687993413039678,0.26682541315045855,False
AGPAT9,0.0010000805803124999,-0.2633838973621821,0.007295617847563184,True
AGPHD1,0.003231806508833334,0.15066175893442513,0.25807847015243984,False
AGPS,0.0006594927152941176,0.0218719577387982,0.8240552351015944,False
AGRN,0.00088246880758565,0.4338469994473175,0.00784574332754673,True
AGT,0.00972389245657143,0.08734845608354828,0.168963839752969,False
AGTPBP1,0.003518629886171429,-0.22445293935145508,0.05223599096765216,False
AGTR1,-0.0057566229057675,0.15820753388499265,0.3105495563156318,False
AGTRAP,0.0010016327989578943,-0.04993405330394114,0.6474765066744399,False
AGXT2L2,0.0017985527561566667,0.07497311660231774,0.46063380016219346,False
AHCTF1,0.0019638502764437503,-0.3305050770855364,0.17139226309730676,False
AHCY,-0.0007072147819319998,-0.017228128793242172,0.7177229046960589,False
AHCYL1,-0.0008489776780214285,-0.2718778171763676,0.009945653786405004,True
AHCYL2,-0.0004064917389432,-0.07405926089099525,0.4189071589937349,False
AHDC1,0.010962485159308165,-0.07313599438951317,0.45098283899597236,False
AHI1,0.0011261790467549998,-0.1591741833404621,0.3609422236909392,False
AHNAK,-0.0012352405061128208,-0.17786185310594432,0.009412767826903054,True
AHSA1,0.0002657941982125,0.1452321951196365,0.11345153984884232,False
AHSA2,0.003066132252033333,-0.31818195691069073,0.1097364194175691,False
AIDA,-0.0004223885209726317,-0.0010745621260565906,0.9870303068874315,False
AIF1,-0.0006704014290749998,0.40269768226711133,0.029249310422089753,True
AIF1L,0.001119295969571429,0.4658171323060163,7.425955475958489e-05,True
AIFM2,-0.004206878576104347,-0.07313723298535907,0.23897602905593318,False
AIG1,0.002958825468826087,0.34393665636505166,0.03228546716177982,True
AIMP1,0.0014030757032705886,-0.1595854214105403,0.10708605845457929,False
AIMP2,0.005676977547529411,0.11327880659206381,0.23127032040072254,False
AIP,-0.006610905509986668,0.18444520699634007,0.04358232439312709,True
AK1,0.014921175485555558,-0.03332499136950595,0.7224556850876718,False
AK2,6.519305393384618e-05,0.12414105937140718,0.10801552718415214,False
AK3,-0.0006373050364699999,0.35025176772495337,0.22349319593614048,False
AKAP1,0.006192558101007681,0.11094835902949786,0.3478807346122611,False
AKAP10,-0.001460321968164706,-0.06572269746874032,0.7535019058601697,False
AKAP11,-0.0016076770775500001,0.007922866150806517,0.8949061664956454,False
AKAP12,0.0011765946567358,0.18622671465669888,0.06995179626999269,False
AKAP13,0.0014324419281925376,-0.1226087056557934,0.39545066716688293,False
AKAP2,-0.010801745094424999,0.3231715587831067,0.06088192504029096,False
AKAP6,0.004048397539321053,-0.23644452645331562,0.13676985924123225,False
AKAP7,-0.0055601256085875,-0.2391653321328991,0.0009373568542903926,True
AKAP8,0.002329677282580769,-0.03455801519160572,0.6033637321025502,False
AKAP8L,0.0024792371433290327,-0.04274532414619892,0.5353839700529268,False
AKAP9,0.0017678926446333335,-0.4690364563131464,0.06429931734564398,False
AKD1,0.002937103859839286,-0.1452900919449971,0.07402666822956924,False
AKIRIN1,0.0016192940039905556,-0.11881242455049729,0.06839362974336119,False
AKIRIN2,-0.001047287549342857,-0.07455200165257482,0.31008479262919153,False
AKR1A1,0.0012377632417466668,0.19319642710229792,0.03535161861230842,True
AKR1B1,0.0032185586089463155,0.013417185381841406,0.7922347703840898,False
AKR1B15,0.010347851894750001,-0.02814733306748055,0.8643299877605347,False
AKR1C1,0.010019332567,0.35971295321712865,0.04331295797835256,True
AKR1C2,0.006019998468888888,0.3204513751069475,0.04675572237048409,True
AKR1C3,-0.004287299021,0.48131099063248395,0.0033397863838729356,True
AKR7A2,0.0005389628986473331,0.112529976400582,0.0909230389910241,False
AKT1,0.005518894594950244,0.2198230330996928,0.05042679787952648,False
AKT1S1,0.0028793954192374077,-0.03835530432482883,0.5712101354413707,False
AKT2,0.009982134820166666,0.07866753935862315,0.09894100656346906,False
AKT3,-0.00018365745494062515,0.21440351654542553,0.1520261810916819,False
AKTIP,-0.0017176712508714283,-0.218923903057879,0.010122258137174439,True
ALAD,0.0037485983985777777,-0.005324510609399091,0.8974081525592409,False
