layer,Z
proteome,0.6233650281883907
proteome,0.2517988891134529
proteome,0.2185905291545119
proteome,0.0197949790973664
proteome,0.0569361621633172
proteome,0.4304350887083045
proteome,0.0981715172146868
proteome,1.1177876293952227
proteome,0.5733091132440568
proteome,0.6480855065070859
proteome,0.6305017312101516
proteome,1.0912236840832303
proteome,0.5512260337563298
proteome,1.1812711179050168
proteome,0.3280597476282523
proteome,1.2453086938252484
proteome,0.7461751364297318
proteome,1.1528351946357434
proteome,0.3039377119647762
proteome,0.2433990649153728
proteome,0.0274852265914907
proteome,0.0530460677560662
proteome,0.6614899301327718
proteome,0.8152995110579323
proteome,0.1929061897417681
proteome,1.621476922416539
proteome,0.2446258124207961
proteome,0.4201770108674791
proteome,0.0636494052248016
proteome,0.3415427659664873
proteome,0.2897699039095297
proteome,1.2235448191283254
proteome,0.2182661774123951
proteome,0.6347705127739338
proteome,0.0678175979645412
proteome,0.1695067750374313
proteome,0.6814328058779731
proteome,0.3760154161610033
proteome,0.6255832644229957
proteome,0.286396417188112
proteome,0.6892645884767211
proteome,0.150924140620197
proteome,0.0598132379987587
proteome,0.501729477401082
proteome,0.6923328664671685
proteome,0.5570947113355779
proteome,1.449336262273078
proteome,0.2864492272042129
proteome,0.4494711031772621
proteome,0.1853568741920063
proteome,0.0182222909742349
proteome,0.1670398513469165
proteome,0.1119165068806445
proteome,0.0432838708394659
proteome,0.1456333089411844
proteome,0.598175202114684
proteome,0.3058550280299127
proteome,0.3654504497883935
proteome,0.6945222527480217
proteome,0.3650255159988876
proteome,0.2984471322388133
proteome,0.4314285537030481
proteome,0.2480777698670211
proteome,0.1690418626020093
proteome,0.4588619753024145
proteome,0.9741311488789204
proteome,1.135268174240523
proteome,0.4396757938649417
proteome,0.3480821628654849
proteome,0.4005705695008265
proteome,0.0959181136973471
proteome,0.7343297695308068
proteome,0.2280626870657616
proteome,0.5031952688019833
proteome,0.0095001137707383
proteome,0.4672416490614381
proteome,0.6320181475222394
proteome,0.191618054736347
proteome,0.7696493901371579
proteome,0.7820141301676486
proteome,0.1619418898997711
proteome,0.0997948431714187
proteome,0.1812199725214841
proteome,0.504401613570962
proteome,0.7952280147296569
proteome,0.8574018217650053
proteome,0.7304617227171342
proteome,0.4147662274161328
proteome,0.0381867464754235
proteome,0.4565138024719846
proteome,0.4104594378564283
proteome,1.1365927076811326
proteome,0.0450250333811602
proteome,0.0981559902662156
proteome,0.6236417830659007
proteome,0.4776747890204882
proteome,0.2054035190536559
proteome,0.182322389272386
proteome,0.1083227005887944
proteome,0.0020930882857384
proteome,0.1873054646419187
proteome,1.1151097593605168
proteome,0.5974016768758279
proteome,1.1337134533208693
proteome,0.032479404343662
proteome,0.5310629893217419
proteome,0.4521166937054015
proteome,0.2071441657156305
proteome,0.4843164370738273
proteome,0.1473455776224083
proteome,0.5199688381957237
proteome,0.6844297370353616
proteome,0.12547101568321
proteome,0.4178389519062557
proteome,0.9709947613990292
proteome,0.0677057647917947
proteome,0.5196253911236297
proteome,0.2229051741184527
proteome,0.9565472008254926
proteome,0.2400015370126821
proteome,0.1278593413309364
proteome,0.4687460843872141
proteome,0.0271817104498036
proteome,0.0330383714447901
proteome,0.9237322222805286
proteome,0.1752788360791668
proteome,0.5251870327690847
proteome,0.1102683805226353
proteome,0.0181999322263325
proteome,0.6728774011057378
proteome,0.3295634172294902
proteome,0.6958929237419269
proteome,0.3618592935814188
proteome,0.3765486440467285
proteome,0.1578517986455385
proteome,0.1200013840892081
proteome,1.2134373931381406
proteome,0.387015409204888
proteome,0.065332501036196
proteome,0.0947559659184181
proteome,1.0397959706706563
proteome,0.9274102516172088
proteome,0.4529941111858314
proteome,0.585171618733218
proteome,0.7496572712861337
proteome,0.3061630092899178
proteome,0.7761686043222031
proteome,0.6515433075627232
proteome,1.1002828580624318
proteome,0.6639208083050184
proteome,0.0518987705473869
proteome,0.5629349906827303
proteome,0.8516739576768579
proteome,0.4954714189040262
proteome,1.382804292378082
proteome,0.1829032068554771
proteome,1.0424279324194103
proteome,0.1931610622583018
proteome,0.0926318396546664
proteome,0.7711948608075682
proteome,0.1622523686591279
proteome,0.4422727979789426
proteome,0.0110961912041926
proteome,0.3037775113052138
proteome,0.2591910452485801
proteome,0.1246693788330125
proteome,0.060594350781637
proteome,0.4901042223905514
proteome,0.5750213935184624
proteome,0.5788919188344844
proteome,0.6941219573052538
proteome,0.0097129311797933
proteome,0.822461218851119
proteome,0.2965862708735438
proteome,0.5090048584869068
proteome,0.6536632629455709
proteome,0.4091919516627512
proteome,0.6452009162938973
proteome,0.2084815455158206
proteome,0.4038341613013564
proteome,0.044301186448325
proteome,0.0480125944480305
proteome,0.0749122057918349
proteome,0.5813861885356681
proteome,0.3335089823241345
proteome,0.4870367080202068
