mark_key,class,base_sd_mean,Z_responsiveness
CCDC136,persistent,0.4060073809588426,0.1192190592423585
CCDC137,persistent,0.3433162269655603,0.2399015068676898
CCDC7,persistent,0.3998955985678503,0.6767816846535695
CCDC8,reversible,0.3518447740114417,1.302475282037429
CCDC85C,persistent,0.2511815408815439,0.4159159371365674
CCDC9,reversible,0.4046947223941164,0.2424089122462619
CCDC93,reversible,0.1563903300422634,0.8275106947557237
CCL2,reversible,0.8690541328431903,0.133753544518422
CCL22,reversible,0.623447616900938,0.5268024156551538
CCL26,persistent,0.4107808727572018,0.1374750644134625
CCL4,reversible,0.6586677193143717,0.6330511640511239
CCM2,persistent,0.2789157390979581,0.5310791221264922
CCNG2,reversible,0.2407754313797605,0.788912175053895
CCNJ,reversible,0.3692761848855467,0.379826027066679
CCNY,persistent,0.233065406284609,0.1786265363464913
CCPG1,reversible,0.2723610543211041,0.9355049623396856
CCR1,reversible,0.6069396014004035,0.2457435613262274
CCR4,reversible,0.1465432034700288,0.4738196983510848
CCT4,reversible,0.2220428393358708,0.2612893642857921
CCZ1B,persistent,0.9261222788751846,0.1782812384710357
CD180,reversible,0.4305184748433124,0.0794118845856947
CD93,reversible,0.2928705791788805,0.4662991801341475
CDC34,persistent,0.2411423778688561,0.0688381444898312
CDC40,persistent,0.2630751801692572,0.2226937376063368
CDC42BPB,persistent,0.2898852812417244,0.0668440501653172
CDC42EP1,persistent,0.3006055010764107,0.7049341222298361
CDC7,reversible,0.2724649859947062,0.203038865383603
CDCA4,reversible,0.2575518525708763,0.3751113296807411
CDH13,reversible,0.410062572266181,1.3994311255704466
CDH19,reversible,0.2970742002885488,0.2053212877553817
CDH23,reversible,0.3308666260425476,1.3339671590732387
CDH26,reversible,0.1113092010500411,0.7201037164410105
CDH7,persistent,0.1220386974989468,0.0209684577050651
CDHR4,persistent,0.1097966590796108,0.033222922670908
CDK11A,persistent,0.4504162467595762,0.1584920286310628
CDK5,reversible,0.2752856605778325,1.0162394735277194
CDR2,persistent,0.2522561477683805,0.187237039270632
CDX1,persistent,0.1483809739552332,0.2273325212194895
CDYL,persistent,0.181322790435394,0.0225335413370501
CEACAM21,persistent,0.2858402355261222,0.0633183435086142
CECR1,reversible,0.4188478839545085,0.8205628106848293
CECR6,persistent,0.3024392900468734,0.169043788839189
CELA3A,reversible,0.1815342930532008,0.8754075287846601
CELF3,persistent,0.1373111856346998,0.3607407937397622
CELSR1,reversible,0.1410153456599783,0.5577671083466349
CENPB,persistent,0.369590640108512,0.1252969813979685
CENPBD1,persistent,0.1978499076534617,0.0029655625660959
CENPQ,persistent,0.3197919412959481,0.0139008778616764
CEP126,persistent,0.3270572000221965,0.2759189201672228
CEP128,persistent,0.4221436826539007,0.3424922443317971
CEP131,persistent,0.3195144638783922,0.0072366577151066
CEP57L1,persistent,0.4133756610928096,0.3375895876586187
CEP72,reversible,0.1075515548818767,0.2548513255368341
CEP83,persistent,0.4992390050574988,0.2766785711303131
CEP95,reversible,0.3024955714139455,1.3720225957062857
CETN1,persistent,0.1223941872997853,0.0352539527791884
CETN3,persistent,0.2813780748605602,0.3088484686465206
CFAP206,reversible,0.3037842667650816,0.8578683333939969
CFAP47,reversible,0.090510342499169,0.1775430959841677
CFAP69,reversible,0.3940136779996724,1.27483307972512
CFAP97,persistent,0.4243877458611975,0.2614290356291597
CGB1,persistent,0.19202821533261,0.2484019416216378
CGB8,persistent,0.2276158903506891,0.0969948576735382
CHADL,persistent,0.2223428836100831,0.3281950250821611
CHCHD6,persistent,0.1809244991160683,0.0508321115109534
CHKB,reversible,0.2525269162039222,0.9911996546826444
CHMP3,persistent,0.3894560810053662,0.6547959591426481
CHN2,persistent,0.3051506617615719,0.4988147468761663
CHRNA2,reversible,0.1364446846280548,0.0983241204319937
CHRNB4,persistent,0.1193813136061291,0.0186767807413197
CIR1,reversible,0.1687468952365958,0.4327930156234206
CIRBP,reversible,0.3084202900218036,0.9954447609305238
CKLF,persistent,0.3213974295189165,0.0543040865343521
CKMT1A,reversible,0.1309210033875275,0.6890717978996538
CKMT2,reversible,0.5059737396547875,0.6785913933804028
CKS2,reversible,0.2772148083028171,0.2998781747836198
CLASRP,reversible,0.2196260913103203,0.3868605721300462
CLCA4,reversible,0.1377323608985868,0.3164189349860889
CLCN2,persistent,0.2615003629978469,0.2164661209976185
CLCNKA,persistent,0.2067669057679889,0.8957864405438782
CLDN11,reversible,0.3487380973508205,0.855068807698105
CLDN16,persistent,0.1509959174524347,0.0259459479807739
CLEC12A,reversible,0.4695016391470735,0.03015310818704
CLEC18A,reversible,0.1325257131914954,0.0762178840253954
CLEC18C,persistent,0.1640903486500598,0.2671050475959383
CLEC1A,reversible,0.2795121329750664,0.3926321738931169
CLEC2B,reversible,0.3297323344065755,0.2493902946272792
CLEC3B,persistent,0.5382387025740246,0.4759109713436654
CLEC4C,reversible,0.1583465099746936,0.3396204248723056
CLEC4M,persistent,0.2422924653125147,0.4602442046204454
CLIC1,reversible,0.3373431335844354,0.1464908480407654
CLIC3,reversible,0.1303643736244948,0.6744027540945484
CLK2P1,persistent,0.2142978420235623,0.0449569559305323
CLK4,reversible,0.3107167592854745,1.026851669797342
CLMP,reversible,0.300127297334456,1.030732701721594
CLPX,persistent,0.2355629895404927,0.4078837611601066
CLSTN2,persistent,0.3312309703444686,0.0957487772161879
CLTA,persistent,0.1933248469547449,0.3256783016875909
CLVS2,persistent,0.1160539509695744,0.0406556787258407
CMA1,persistent,0.331517917022732,0.0200329579664629
CMAS,reversible,0.2765336446243719,0.048503054443449
CMIP,reversible,0.3495076524787651,0.4049622134148384
CMYA5,reversible,0.3746197755864179,0.8193016372022174
CNGB1,reversible,0.1366196730254145,0.556973224828852
CNOT4,reversible,0.2290271136508608,0.642976451680732
CNST,persistent,0.33348731389328,0.1464075254322442
CNTN3,persistent,0.3045481462236847,0.2246290442218357
CNTN5,persistent,0.1170623601938445,0.0305762336093161
CNTNAP4,persistent,0.1336709123100173,0.3909187872440459
COG4,persistent,0.2818117160257626,0.0993300526511282
COL12A1,persistent,0.2958549235203734,0.7524855624285388
COL23A1,persistent,0.1188334624313143,0.2278192017127349
COL4A4,reversible,0.2026328708646953,0.5214449266660035
COL7A1,reversible,0.3909109559180636,0.7736529645694094
COLCA1,persistent,0.4328031084378603,0.2262001774808986
COLCA2,reversible,0.3121691609680551,0.8169544926201874
COMT,persistent,0.3276531425722359,0.9430259147839488
COQ3,reversible,0.3564529756975286,0.4452190421454191
CORT,persistent,0.2612305411658741,0.0029561082394519
COX6A2,reversible,1.0228692943090263,0.1987577976138521
COX7B2,reversible,0.1289131936149903,0.0619485095470728
CPD,persistent,0.2079048342661845,0.0748450651917564
CPLX3,persistent,0.161930551697585,0.5703624753857132
CPN1,persistent,0.1837665991611046,0.2415616848513865
CPNE1,reversible,0.1821103743847457,0.0765737219775668
CPSF6,reversible,0.1671739276842035,0.5770892767176444
CPSF7,reversible,0.2837383152099723,0.6296308241131577
CPT1A,reversible,0.3531503587787672,0.1424827556273016
CPT1B,reversible,0.4041912111346855,0.9541825462270392
CPT2,reversible,0.3348806246479286,0.3696639042999856
CR2,persistent,0.1009108991484137,0.0998046697961448
CRACR2B,reversible,0.2236979164166679,0.2143120146491346
CRB2,persistent,0.1186051241195434,0.1407474711394501
CRB3,persistent,0.1228382741009297,0.2610595817074816
CREG2,persistent,0.1034654203196918,0.1282578707390157
CRHR2,persistent,0.1156572427779069,0.4089508245641384
CRIP1,reversible,0.5110425866984253,0.2109932991487064
CRNN,reversible,0.1595053615313916,0.0464907578446722
CROCC,persistent,0.2666357357207249,0.0793002014847167
CROCCP2,reversible,0.1963709788517049,0.2839542862509877
CRTAM,reversible,0.124778000129833,0.3081851675004251
CRYGA,persistent,0.1560501590379001,0.0649213878466926
CRYGC,reversible,0.1564051006219047,0.2193873875189719
CS,reversible,0.3291728573607106,0.0557526757687355
CSF1,reversible,0.2520153760654022,0.3521693342599223
CSH2,persistent,0.1635123146518195,0.1829571100502355
